paper_id,year,topic,MethodTag,MethodFamily,Methodology,PolicySalience,PoliticalSensitivity,SecrecyConstraint,DataAccess,coder_notes
1,2022,3,40,901,3,2,3,0,2,PolicySalience=2[对策]; PoliticalSensitivity=3[国防]; SecrecyConstraint=0; DataAccess=2[编码\b]; MT=40; MY=3; MF9=901
155,2008,2,40,901,3,1,3,3,0,PolicySalience=1[战略]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
156,2008,2,40,901,3,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
157,2008,2,20,902,2,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=2; MF9=902
158,2008,1,10,908,1,1,3,3,1,PolicySalience=1[战略]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=1[哲学]; MT=10; MY=1; MF9=908
159,2008,1,40,901,3,2,3,3,0,PolicySalience=2[模式]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
160,2008,2,20,904,3,2,3,3,1,PolicySalience=2[框架]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=1[哲学]; MT=20; MY=3; MF9=904
161,2008,3,10,909,1,3,3,0,1,PolicySalience=3[规定]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=1[法理]; MT=10; MY=1; MF9=909
162,2009,3,10,909,1,3,3,0,0,PolicySalience=3[规定]; PoliticalSensitivity=3[新疆]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
163,2009,3,10,909,1,2,3,0,0,PolicySalience=2[完善]; PoliticalSensitivity=3[台湾]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
164,2009,1,10,909,1,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
165,2009,1,40,901,3,3,3,3,0,PolicySalience=3[实施细则]; PoliticalSensitivity=3[情报]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
166,2009,3,40,901,3,1,3,3,0,PolicySalience=1[政策]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
167,2009,3,10,909,1,3,0,0,0,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
168,2009,3,20,901,2,3,3,1,0,PolicySalience=3[规范]; PoliticalSensitivity=3[核]; SecrecyConstraint=1[白皮书]; DataAccess=0; MT=20; MY=2; MF9=901
169,2009,3,40,901,3,3,3,3,0,PolicySalience=3[规定]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
170,2009,3,10,909,1,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[社会稳定]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
171,2009,3,40,901,3,3,0,0,0,PolicySalience=3[程序]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
172,2009,3,10,909,1,0,0,0,0,PolicySalience=0; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
173,2009,2,40,901,3,1,3,3,0,PolicySalience=1[战略]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
174,2009,3,40,901,3,0,3,0,0,PolicySalience=0; PoliticalSensitivity=3[恐怖主义]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
175,2010,3,40,901,3,3,3,0,0,PolicySalience=3[考核]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
176,2010,3,40,901,3,3,0,0,0,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
177,2010,3,10,909,1,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
178,2010,3,30,902,5,1,3,3,3,PolicySalience=1[政策]; PoliticalSensitivity=3[间谍]; SecrecyConstraint=3[军事]; DataAccess=3[实验]; MT=30; MY=5; MF9=902
179,2010,3,10,909,1,2,0,0,0,PolicySalience=2[对策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
180,2010,1,40,901,3,1,3,0,1,PolicySalience=1[战略]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=40; MY=3; MF9=901
181,2010,2,40,901,3,1,3,3,0,PolicySalience=1[政策]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
182,2010,3,40,901,3,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
183,2011,3,10,909,1,2,3,3,0,PolicySalience=2[对策]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=10; MY=1; MF9=909
184,2011,3,10,909,1,2,0,0,0,PolicySalience=2[对策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
185,2011,1,20,904,3,2,3,3,0,PolicySalience=2[框架]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=3; MF9=904
186,2011,3,40,901,3,2,0,0,0,PolicySalience=2[对策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
187,2011,3,10,909,1,0,0,0,0,PolicySalience=0; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
188,2011,3,40,901,3,3,3,3,0,PolicySalience=3[规范]; PoliticalSensitivity=3[涉密]; SecrecyConstraint=3[涉密]; DataAccess=0; MT=40; MY=3; MF9=901
189,2011,3,40,901,3,2,0,0,0,PolicySalience=2[对策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
190,2011,3,40,901,3,1,0,0,0,PolicySalience=1[国家战略]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
191,2012,2,40,901,3,3,3,3,0,PolicySalience=3[标准]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
192,2012,1,10,909,1,0,3,3,1,PolicySalience=0; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=1[理论分析]; MT=10; MY=1; MF9=909
193,2012,3,10,909,1,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[恐怖主义]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
194,2012,3,40,901,3,0,3,0,0,PolicySalience=0; PoliticalSensitivity=3[恐怖主义]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
195,2012,3,20,901,2,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[新疆]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=2; MF9=901
196,2012,3,10,909,1,2,3,3,0,PolicySalience=2[对策]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=10; MY=1; MF9=909
197,2012,3,30,903,5,2,3,3,0,PolicySalience=2[机制构建]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=30; MY=5; MF9=903
198,2012,3,10,909,1,2,3,3,0,PolicySalience=2[对策]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=10; MY=1; MF9=909
199,2012,3,40,901,3,1,3,0,0,PolicySalience=1[战略]; PoliticalSensitivity=3[西藏]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
200,2013,3,40,901,3,0,2,0,0,PolicySalience=0; PoliticalSensitivity=2[边境]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
201,2013,2,40,901,3,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
202,2013,3,30,903,5,2,2,0,0,PolicySalience=2[对策]; PoliticalSensitivity=2[公共安全]; SecrecyConstraint=0; DataAccess=0; MT=30; MY=5; MF9=903
203,2013,3,40,901,3,3,0,0,0,PolicySalience=3[立法]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
204,2013,3,40,901,3,0,3,0,0,PolicySalience=0; PoliticalSensitivity=3[社会稳定]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
205,2013,3,20,904,3,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[台湾]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
206,2013,3,40,901,3,2,3,3,0,PolicySalience=2[对策]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
207,2013,3,10,909,1,3,3,3,0,PolicySalience=3[条款]; PoliticalSensitivity=3[间谍]; SecrecyConstraint=3[军事]; DataAccess=0; MT=10; MY=1; MF9=909
208,2013,3,20,906,3,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[颜色革命]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=906
209,2013,3,20,904,3,1,3,0,0,PolicySalience=1[战略]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
210,2014,2,20,904,3,3,3,3,2,PolicySalience=3[流程]; PoliticalSensitivity=3[情报]; SecrecyConstraint=3[军事]; DataAccess=2[内容分析]; MT=20; MY=3; MF9=904
211,2014,3,10,909,1,3,3,0,0,PolicySalience=3[规定]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
212,2014,3,20,904,4,2,3,3,0,PolicySalience=2[完善]; PoliticalSensitivity=3[情报]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=4; MF9=904
213,2014,2,20,906,4,2,3,0,2,PolicySalience=2[模式]; PoliticalSensitivity=3[国防]; SecrecyConstraint=0; DataAccess=2[样本]; MT=20; MY=4; MF9=906
214,2014,2,20,904,3,1,0,0,0,PolicySalience=1[政策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
215,2015,3,40,901,3,2,3,3,0,PolicySalience=2[框架]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
216,2015,1,10,909,1,3,3,0,0,PolicySalience=3[立法]; PoliticalSensitivity=3[对抗]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
217,2015,1,20,906,3,2,3,3,0,PolicySalience=2[模式]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=3; MF9=906
218,2015,2,20,904,3,3,3,0,0,PolicySalience=3[流程]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
219,2015,3,10,909,1,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[敌对势力]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
220,2015,3,40,901,3,2,3,3,0,PolicySalience=2[框架]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
221,2015,2,10,909,1,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
222,2015,1,10,909,1,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
223,2015,3,40,901,3,2,0,0,0,PolicySalience=2[完善]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
224,2015,2,20,904,3,2,0,0,0,PolicySalience=2[对策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
225,2015,1,40,901,3,0,3,0,0,PolicySalience=0; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
226,2015,1,20,901,2,2,0,0,0,PolicySalience=2[对策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=2; MF9=901
227,2015,3,20,904,3,0,0,0,0,PolicySalience=0; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
228,2015,1,40,901,3,2,3,3,0,PolicySalience=2[对策]; PoliticalSensitivity=3[情报]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
229,2015,1,20,904,3,1,3,3,0,PolicySalience=1[总体国家安全观]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=3; MF9=904
230,2016,1,10,909,1,1,3,3,0,PolicySalience=1[总体国家安全观]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=10; MY=1; MF9=909
231,2016,1,10,909,1,3,3,3,0,PolicySalience=3[条例]; PoliticalSensitivity=3[反间谍]; SecrecyConstraint=3[国家秘密]; DataAccess=0; MT=10; MY=1; MF9=909
232,2016,3,20,904,3,2,3,0,0,PolicySalience=2[框架]; PoliticalSensitivity=3[恐怖主义]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
233,2016,1,20,901,2,2,3,0,2,PolicySalience=2[对策]; PoliticalSensitivity=3[军队]; SecrecyConstraint=0; DataAccess=2[问卷]; MT=20; MY=2; MF9=901
234,2016,2,40,901,3,2,3,3,0,PolicySalience=2[对策]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
235,2016,1,20,904,3,1,3,0,0,PolicySalience=1[总体国家安全观]; PoliticalSensitivity=3[南海]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
236,2016,3,20,906,3,0,3,0,2,PolicySalience=0; PoliticalSensitivity=3[恐怖主义]; SecrecyConstraint=0; DataAccess=2[内容分析]; MT=20; MY=3; MF9=906
237,2016,1,10,909,1,2,2,0,0,PolicySalience=2[对策]; PoliticalSensitivity=2[公共安全]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
238,2016,3,40,901,3,2,3,3,0,PolicySalience=2[框架]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
239,2016,3,20,902,2,2,3,0,0,PolicySalience=2[框架]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=2; MF9=902
240,2016,1,40,901,3,1,0,0,0,PolicySalience=1[政策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
241,2016,3,20,902,2,2,0,0,0,PolicySalience=2[对策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=2; MF9=902
242,2016,3,20,904,3,3,3,0,1,PolicySalience=3[条款]; PoliticalSensitivity=3[香港]; SecrecyConstraint=0; DataAccess=1[法理]; MT=20; MY=3; MF9=904
243,2016,3,20,904,3,3,0,0,0,PolicySalience=3[条款]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
244,2016,3,20,904,3,1,0,0,0,PolicySalience=1[总体国家安全观]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
245,2017,3,40,901,3,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[恐怖主义]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
246,2017,3,40,901,3,2,0,1,0,PolicySalience=2[对策]; PoliticalSensitivity=0; SecrecyConstraint=1[统计年鉴]; DataAccess=0; MT=40; MY=3; MF9=901
247,2017,3,10,909,1,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
248,2017,2,20,901,2,2,3,3,0,PolicySalience=2[路径]; PoliticalSensitivity=3[情报]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=2; MF9=901
249,2017,2,40,907,3,2,3,3,0,PolicySalience=2[框架]; PoliticalSensitivity=3[恐怖主义]; SecrecyConstraint=3[作战]; DataAccess=0; MT=40; MY=3; MF9=907
250,2017,2,20,901,2,3,3,0,2,PolicySalience=3[程序]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=2[样本]; MT=20; MY=2; MF9=901
251,2017,3,40,901,3,2,3,0,0,PolicySalience=2[框架]; PoliticalSensitivity=3[恐怖主义]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
252,2017,3,20,901,2,2,3,3,2,PolicySalience=2[对策]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=2[样本]; MT=20; MY=2; MF9=901
253,2017,1,20,904,3,1,0,0,0,PolicySalience=1[政策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
254,2017,1,20,901,2,1,3,0,3,PolicySalience=1[总体国家安全观]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=3[数据库]; MT=20; MY=2; MF9=901
255,2017,3,40,901,3,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[恐怖主义]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
256,2017,3,20,904,3,3,3,0,0,PolicySalience=3[条款]; PoliticalSensitivity=3[反恐怖]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
257,2017,3,40,901,3,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[颜色革命]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
258,2018,2,40,907,3,2,3,0,0,PolicySalience=2[框架]; PoliticalSensitivity=3[国防]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=907
259,2018,2,40,901,3,2,3,3,0,PolicySalience=2[框架]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
260,2018,3,40,901,3,3,3,3,0,PolicySalience=3[条例]; PoliticalSensitivity=3[机密]; SecrecyConstraint=3[机密]; DataAccess=0; MT=40; MY=3; MF9=901
261,2018,3,40,901,3,2,3,0,0,PolicySalience=2[框架]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
262,2018,1,20,904,3,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
263,2018,1,20,904,3,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[间谍]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
264,2018,2,20,904,3,2,3,3,0,PolicySalience=2[路径]; PoliticalSensitivity=3[情报]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=3; MF9=904
265,2018,3,40,901,3,3,3,0,0,PolicySalience=3[清单]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
266,2018,3,20,906,3,2,0,0,0,PolicySalience=2[对策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=906
267,2018,2,40,901,3,2,3,3,0,PolicySalience=2[框架]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=40; MY=3; MF9=901
268,2018,1,20,904,3,1,3,3,0,PolicySalience=1[总体国家安全观]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=3; MF9=904
269,2019,2,20,904,3,1,3,0,0,PolicySalience=1[战略]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
270,2019,2,20,904,3,2,0,0,0,PolicySalience=2[框架]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
271,2019,1,20,904,3,2,0,0,3,PolicySalience=2[框架]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=3[RCT]; MT=20; MY=3; MF9=904
272,2019,1,20,904,3,1,3,0,0,PolicySalience=1[总体国家安全观]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
273,2019,3,40,901,3,0,3,0,0,PolicySalience=0; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
274,2019,4,30,903,5,2,0,0,0,PolicySalience=2[框架]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=30; MY=5; MF9=903
275,2020,3,40,901,3,3,0,1,0,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=1[白皮书]; DataAccess=0; MT=40; MY=3; MF9=901
276,2020,3,20,904,3,3,0,0,0,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
277,2020,3,10,909,1,3,3,0,1,PolicySalience=3[规范]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=1[哲学]; MT=10; MY=1; MF9=909
278,2020,3,20,906,3,3,0,0,0,PolicySalience=3[标准]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=906
279,2021,4,10,909,1,3,3,0,0,PolicySalience=3[责任制]; PoliticalSensitivity=3[反间谍]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
280,2021,2,20,904,3,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
281,2021,2,20,904,3,3,0,0,0,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
282,2021,3,20,906,3,3,3,3,0,PolicySalience=3[规范]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=3; MF9=906
283,2021,3,20,904,3,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[台海]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
284,2021,3,20,906,3,3,0,0,0,PolicySalience=3[条款]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=906
285,2021,3,10,909,1,3,3,3,0,PolicySalience=3[条例]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=10; MY=1; MF9=909
286,2021,3,30,902,5,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[香港]; SecrecyConstraint=0; DataAccess=0; MT=30; MY=5; MF9=902
287,2021,4,10,909,1,3,0,0,0,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
288,2021,3,20,906,3,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=906
289,2021,3,20,906,3,3,3,0,0,PolicySalience=3[标准]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=906
290,2021,3,20,904,3,3,0,0,0,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
291,2021,2,20,904,3,3,3,3,0,PolicySalience=3[规范]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=3; MF9=904
292,2021,3,20,904,3,3,3,0,0,PolicySalience=3[流程]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
293,2021,1,20,906,3,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[香港]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=906
294,2021,1,20,904,3,3,0,0,0,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
295,2021,4,20,906,3,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=906
296,2022,4,20,906,4,3,3,0,0,PolicySalience=3[条例]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=4; MF9=906
297,2022,4,20,904,3,3,3,0,0,PolicySalience=3[标准]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
298,2022,1,10,908,1,3,3,0,1,PolicySalience=3[规范]; PoliticalSensitivity=3[国防]; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=10; MY=1; MF9=908
299,2022,1,30,903,5,3,2,0,2,PolicySalience=3[规范]; PoliticalSensitivity=2[网络安全]; SecrecyConstraint=0; DataAccess=2[样本]; MT=30; MY=5; MF9=903
300,2022,2,20,904,3,3,0,0,0,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
301,2022,1,20,906,4,3,0,0,2,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=2[问卷]; MT=20; MY=4; MF9=906
302,2022,1,20,906,4,3,0,0,2,PolicySalience=3[立法]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=2[问卷]; MT=20; MY=4; MF9=906
303,2022,2,20,904,3,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
304,2022,3,10,909,1,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
305,2022,1,20,904,3,3,0,0,0,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
306,2022,3,20,902,2,3,3,0,3,PolicySalience=3[通报]; PoliticalSensitivity=3[恐怖主义]; SecrecyConstraint=0; DataAccess=3[实验]; MT=20; MY=2; MF9=902
307,2022,1,20,904,4,3,3,0,3,PolicySalience=3[规范]; PoliticalSensitivity=3[间谍]; SecrecyConstraint=0; DataAccess=3[随机]; MT=20; MY=4; MF9=904
308,2022,2,20,904,3,3,3,3,0,PolicySalience=3[规范]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=3; MF9=904
309,2022,2,20,904,3,3,3,3,0,PolicySalience=3[规定]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=3; MF9=904
310,2022,4,20,906,3,3,0,0,1,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=20; MY=3; MF9=906
